Inventory ID,Department or Division,Dataset Name,Dataset Description,Data Classification,Value,Department Priority,Date Added to Inventory,Publishing Status,Dataset ID,Dataset Link,Date Published,Category,Publishing Approach,Update Frequency,field_names,monthly_views,days_since_data_update,days_overdue,data_last_changed_dt,data_processed_at,data_as_of,data_loaded_at
RNT-0005,Rent Arbitration Board,Appeals to the Rent Board,"Appeals are filed when parties are seeking review of decisions made by the Rent Board. Appeals are decided by the Rent Board Commission. Grounds for appeal include: substantive appeals, procedural problems and hardship appeals. For more information, please see: https://www.sf.gov/appeal-decision-rent-board",Level 3 - Sensitive,High,Priority 2,2015-04-30T00:00:00Z,Published,w2ze-eag5,https://data.sfgov.org/d/w2ze-eag5,12/28/2015,Housing and Buildings,Automated,Daily,"date_filed, filing_party, appeal_id, hardship_appeal, interpreter_request, address, supervisor_district, neighborhood, shape, :@computed_region_6qbp_sg9q, :@computed_region_qgnn_b9vv, :@computed_region_26cr_cadq, :@computed_region_ajp5_b2md, :@computed_region_fyvs_ahh9, :@computed_region_p5aj_wyqh, :@computed_region_rxqg_mtj9, :@computed_region_yftq_j783, :@computed_region_bh8s_q3mv, :@computed_region_jwn9_ihcz, data_loaded_at, data_as_of, appeal_source_zipcode",2919,0,,2026-01-18T13:23:57Z,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
TIS-0113,Technology,San Francisco Mid-Block Points,"<strong>A. SUMMARY</strong>
This is a dataset containing points representing the midpoint of each block in the City of San Francisco. This dataset is used for geomasking (e.g. removing an exact address and replacing it with a nearby anonymized point) and other anonymization tasks. 

<strong>B. HOW THE DATASET IS CREATED</strong>
This dataset was created by calculating the midpoint of each the street segment in the city (see <u><a href=""https://data.sfgov.org/Geographic-Locations-and-Boundaries/Streets-Active-and-Retired/3psu-pn9h/about_data"">Streets - Active and Retired</a></u>) then returning the latitude and longitude of that midpoint. A street segment is a line between two intersections. Street midpoints are calculated for each side of the block. 

<strong>C. UPDATE PROCESS</strong>
This dataset is updated weekly.

<strong>D. HOW TO USE THIS DATASET</strong>
Use this dataset for geomasking and other anonymization workflows.

<strong>E. RELATED DATASETS</strong>
- <u><a href=""https://data.sfgov.org/Geographic-Locations-and-Boundaries/Streets-Active-and-Retired/3psu-pn9h/about_data"">Streets - Active and Retired</a></u>",Level 1 - Public,Medium,Priority 2,2024-02-22T00:00:00Z,Published,iqyu-pwpr,https://data.sfgov.org/d/iqyu-pwpr,03/05/2024,Geographic Locations and Boundaries,Automated,Weekly,"analysis_neighborhood, supervisor_district, point, latitude, longitude, mid_block_address, parity, cnn, data_loaded_at, data_as_of",29757,0,,2026-01-18T18:05:37Z,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
MTA-0024,Municipal Transportation Agency,MTA Bike Network Linear Features,"<b>A. SUMMARY</b>
This dataset is created to show the linear features that make up the bikeway network.

<b>B. METHODOLOGY</b>
N/A

<b>C. UPDATE FREQUENCY</b>
Quarterly",Level 1 - Public,Medium,Priority 2,2015-04-30T00:00:00Z,Published,ygmz-vaxd,https://data.sfgov.org/d/ygmz-vaxd,04/24/2019,Transportation,Automated,Weekly,"streetname, from_st, to_st, facility_t, direct, surface_tr, barrier, notes, dir, double, fy, qtr, street_, length, number_, created_user, created_date, last_edited_user, last_edited_date, install_mo, update_yr, update_mo, globalid, symbology, sharrow, buffered, raised, contraflow, greenwave, biap, sm_sweeper, shape, recommendation, cnn, data_loaded_at, install_yr, objectid, data_as_of",,215,208,2025-06-17T20:45:20Z,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
CON-0002,Controller,Budget - FTE,"The San Francisco Controller's Office maintains a database of budgetary staffing data that appears in summarized form in each Annual Salary Ordinance (ASO). This data is presented on the Budget report hosted at http://openbook.sfgov.org, and is also available in this dataset in CSV format. New data is added on an annual basis when the ASO is published for each new fiscal year. Data is available from fiscal year 2010 forward.",Level 1 - Public,High,Priority 1,2015-04-30T00:00:00Z,Published,4zfx-f2ts,https://data.sfgov.org/d/4zfx-f2ts,06/16/2014,City Management and Ethics,Automated,Weekly,"fiscal_year, program_code, program, object_code, object, fund_type_code, fund_type, organization_group_code, fund_code, organization_group, fund, department_code, fund_category_code, department, fund_category, related_govt_unit, character_code, character, sub_object_code, sub_object, job_family_code, job_family, job_code, job, budget, data_as_of, data_loaded_at",310,160,153,2025-08-11T09:00:28Z,2026-01-18T00:00:00Z,2025-04-17T06:47:51Z,2026-01-18T19:13:25Z
CON-0028,Controller,Open Bid Opportunities,The San Francisco Controller's Office maintains a database of open bid opportunities sourced from it's citywide financial system. This data is available in this dataset in CSV format. The data is updated on a weekly basis.,Level 1 - Public,High,Priority 1,2019-12-01T00:00:00Z,Published,eshn-8t3a,https://data.sfgov.org/d/eshn-8t3a,12/17/2019,City Management and Ethics,Automated,Weekly,"event_id, department, status, category, type, title, sfcitypartner_link, due_date, data_as_of, open_date, data_loaded_at",,5,,2026-01-13T21:09:12Z,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
DBI-0028,Building Inspection,Plumbing Inspections,"<strong>A. SUMMARY</strong>
This dataset presents inspections performed by the Department of Building Inspection’s Plumbing Inspection division. Inspections can be performed on issued plumbing permits, on complaints relating to the plumbing code, or on an address without a permit or complaint.   

<strong>B. HOW THE DATASET IS CREATED</strong>
This data was extracted from the Department of Building Inspection’s Inspection Scheduling System. 

<strong>C. UPDATE PROCESS</strong>
The data will be refreshed each night. 

<strong>D. HOW TO USE THIS DATASET</strong>
This inspections data can be used to understand the number of inspections conducted by the Plumbing Inspection Division. Inspection records can be linked to the plumbing permits or complaints datasets. 

<strong>E. RELATED DATASETS</strong>
<b>Department of Building Inspections Permits Data</b>
<u><a href=""https://data.sfgov.org/Housing-and-Buildings/Building-Permits/i98e-djp9"">Building Permits (Unique)</a></u>
<u><a href=""https://data.sfgov.org/Housing-and-Buildings/Department-of-Building-Inspection-Permit-Addenda-w/87xy-gk8d"">Building Permit Addenda with Routing</a></u>
<u><a href=""https://data.sfgov.org/Housing-and-Buildings/Building-Permits-Contacts/3pee-9qhc"">Building Permits Contacts</a></u>
<u><a href=""https://data.sfgov.org/Housing-and-Buildings/Electrical-Permits/ftty-kx6y"">Electrical Permits</a></u>
<u><a href=""https://data.sfgov.org/Housing-and-Buildings/Plumbing-Permits/a6aw-rudh"">Plumbing Permits</a></u>
<u><a href=""https://data.sfgov.org/Housing-and-Buildings/Boiler-Permits/5dp4-gtxk"">Boiler Permits</a></u>
<u><a href=""https://data.sfgov.org/Housing-and-Buildings/Dwelling-Unit-Completion-Counts-by-Building-Permit/j67f-aayr"">Dwelling Unit Completion Counts by Building Permit</a></u>",Level 1 - Public,High,Priority 1,2024-02-02T00:00:00Z,Published,fuas-yurr,,05/09/2025,Housing and Buildings,Automated,Daily,"block, lot, street_number, avs_street_name, avs_street_sfx, unit, unit_sfx, pid_district, inspector_district, inspector, ampm, scheduled_date, rescheduled_date, appointment_date, request_date, request_taken_by, request_taken_date, changed_by, cancelled_by, code, inspection_description, result, parcel_number, eas_baseid, point_source, zip_code, point, supervisor_district, analysis_neighborhood, data_as_of, data_loaded_at, reference_number, reference_number_type",,0,,2026-01-18T12:47:27Z,2026-01-18T00:00:00Z,2025-06-18T14:59:18Z,2026-01-18T19:13:25Z
DBI-0004,Building Inspection,Plumbing Permits,"This data set pertains to all types of plumbing and mechanical permits. Data includes details on application/permit numbers, job addresses, supervisorial districts, and the current status of the applications. Data is uploaded weekly by DBI. Users can access permit information online through DBI’s Permit Tracking System which is 24/7 at www.sfdbi.org/dbipts.",Level 1 - Public,High,Priority 1,2016-02-02T00:00:00Z,Published,a6aw-rudh,https://data.sfgov.org/d/a6aw-rudh,04/06/2016,Housing and Buildings,Automated,Weekly,"permit_number, application_date, block, lot, street_number, street_number_suffix, street_name, street_suffix, unit, unit_suffix, description, status, filed_date, issued_date, completed_date, neighborhoods_analysis_boundaries, supervisor_district, zipcode, location, point_source, data_as_of, data_loaded_at, :@computed_region_6qbp_sg9q, :@computed_region_qgnn_b9vv, :@computed_region_26cr_cadq, :@computed_region_ajp5_b2md, :@computed_region_jx4q_fizf, :@computed_region_bh8s_q3mv, :@computed_region_yftq_j783, :@computed_region_rxqg_mtj9, :@computed_region_jwn9_ihcz, parcel_number, analysis_neighborhood",3400,0,,2026-01-18T12:50:39Z,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
AIR-0001,Airport (SFO),Airport Terminal Patrol and Inspection Logs,"Incident logs of patrolling Airport Duty Managers including date/time, incident location and incident description",Level 3 - Sensitive,Low,Priority 3,2015-04-30T00:00:00Z,Not Published,,,,,,,,,,,,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
ADM-0056,City Administrator’s Office,Wages recovered MWO & PSLO,Wages and penalties recovered for Minimum Wage Ordinance & Paid Sick Leave Ordinance by month,Level 4 - Protected,High,Priority 2,2015-06-01T00:00:00Z,Not Published,,,,,,,,,,,,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
AHR-0005,Agency on Human Rights,Grants Program Service Data (Additional Demographics),"Sexual Orientation, Disability Status, and types of gender-based violence including: Sexual Assault, Physical Abuse, Neglect, Witnessed Violence, Trafficked, Other/Unknown",Level 1 - Public,Medium,Priority 2,2024-11-26T00:00:00Z,Not Published,,,,,,,,,,,,2026-01-18T00:00:00Z,2025-09-04T14:47:07Z,2026-01-18T19:13:25Z
DBI-0027,Building Inspection,Electrical Inspections,,Level 1 - Public,High,Priority 1,2024-02-02T00:00:00Z,Published,,,,,,,,,,,,2026-01-18T00:00:00Z,2025-08-27T10:13:42Z,2026-01-18T19:13:25Z
DPH-0082,Public Health,HIV Epidemiology Report data,,Level 3 - Sensitive,Medium,Priority 1,2024-11-07T00:00:00Z,Not Published,,,,,,,,,,,,2026-01-18T00:00:00Z,2025-02-27T14:31:36Z,2026-01-18T19:13:25Z
DPW-0007,Public Works,Utility Excavation Permits,Excavation permits issued by SF Public Works whose status is active or approved and not past their end date.  This is a subset of Street-Use Permits dataset (https://data.sfgov.org/d/b6tj-gt35/data).,Level 1 - Public,High,Priority 1,2015-04-30T00:00:00Z,Published,smdf-6c45,https://data.sfgov.org/d/smdf-6c45,09/24/2012,City Infrastructure,Automated,Daily,"permit_number, streetname, cross_street_1, cross_street_2, utility_contractor, permit_reason, utility_type, effective_date, expiration_date, status, cnn",6115,1,,2026-01-17T13:58:06Z,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
CPC-0071,Planning,HistoricZoningDistricts2008,Zoning Districts from 2008. Part of the San Francisco Planning Code. Data is a zipped GIS shapefile.,Level 1 - Public,Low,Priority 2,2015-04-30T00:00:00Z,Published,tsdh-z53a,https://data.sfgov.org/d/tsdh-z53a,08/04/2016,Geographic Locations and Boundaries,,Not updated (historical only),"blklot, mapblklot, block_num, the_geom, lot_num, from_st, to_st, street, st_type, odd_even, id, block, lot, blocklot, zip, neighborho, planningdi, taz, mixed_use, restype, resunits, lastsale, lastsalepr, assessedva, estimatedv, landval, strucval, usetype, rescom_uni, landuse, stories, bdrms, bldgsqft, lidarsqft, high_sqft, lidarstori, yrbuilt, ownrname, address1, address2, total_uses, cie, med, mips, retail, pdr, visitor, zoning, current_zo, zoning_sim, zoning_gen, zoningtrea, heightlimi, heightnum, censustrac, lu_cleanup, source, updatedate, annotation, landname, publicfacs, landuse_20, lcu, paperlot, changedsin, temp, x, y, bldgindust, costarrba, costarinfe, flex_bldg, industrial, office_bld, retail_bld, building_t, taz2007, zoning_com, stories_co, pdr_possib, pdr_share, height_010, height_11, overlay, incomplete, height_sto, height_s_1, livework_n, ressqft_ex, commlsqft, commlsqft1, commlsqf_1, units_new, ressqft, commsqft, commsqft_p, commsqft_m, totalsqft, netunits, netsqft, netcomml, netcomml_e, netcomml_p, netcomml_1, netcomml_m, netcomml_o, pdrportion, nonpdrport, softsite, soft_overr, scenario, historic, cityfacili, notes, bldgnote, prop_0107, notsoftres, pseudopipe, inrandompi, inother_pi, inprojectt, seq, pdroccupan, planning_1, planning_2, building_1, shape_area, shape_len",,3454,,2016-08-04T20:11:14Z,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
